timestamp,gazepoint_x,gazepoint_y,pupil_area_right_sq_mm,pupil_area_left_sq_mm,eye_event
6,0.4807,0.6393,0.46,0.55,FEx0.454y0.717d0.111
6,0.4855,0.621,0.5,0.57,S
6,0.4742,0.6105,0.5,0.61,FB
6,0.5166,0.6096,0.49,0.57,FEx0.474y0.611d0.163
6,0.4937,0.6187,0.5,0.57,S
7,0.4835,0.6784,0.54,0.59,S
7,0.4829,0.6678,0.49,0.64,S
7,0.4701,0.6452,0.53,0.58,S
7,0.4458,0.6202,0.5,0.73,S
7,0.418,0.701,0.48,0.62,S
7,0.4503,0.6826,0.49,0.56,S
7,0.4503,0.6983,0.5,0.64,S
7,0.4521,0.6581,0.48,0.65,S
8,0.392,0.4923,0.41,0.54,S
8,0.4061,0.5445,0.47,0.59,S
8,0.3453,0.4167,0.35,0.03,S
8,0.3005,0.3242,0.54,0.66,S
8,0.3005,0.3242,0.65,0.65,S
8,0.5197,1.0653,0.6,0.72,S
8,0.5285,1.1854,0.41,0.49,S
8,0.4122,0.3881,0.42,0.54,S
9,0.4199,0.4786,0.41,0.64,S
9,0.5427,0.5506,0.51,0.65,S
9,0.5178,0.5717,0.49,0.64,S
9,0.5097,0.54,0.45,0.64,S
9,0.4945,0.5425,0.46,0.65,S
9,0.4915,0.5961,0.48,0.6,S
9,0.4821,0.6311,0.5,0.59,S
9,0.5101,0.6413,0.48,0.55,S
9,0.5211,0.6393,0.47,0.6,S
9,0.0,0.0,0.0,0.0,BB
1,0.5331,0.6403,0.48,0.57,BE
1,0.5404,0.6126,0.53,0.61,S
1,0.5172,0.676,0.52,0.67,S
1,0.4994,0.7306,0.56,0.64,S
1,0.5004,0.6886,0.5,0.55,S
1,0.4966,0.6717,0.46,0.56,S
1,0.5075,0.444,0.47,0.59,S
1,0.4605,0.4341,0.5,0.54,S
1,0.4292,0.4176,0.53,0.53,S
1,0.4742,0.6452,0.55,0.62,S
1,0.4849,0.6231,0.51,0.59,S
2,0.496,0.6351,0.46,0.58,S
2,0.5328,0.6275,0.42,0.57,BB
2,0.0,0.0,0.0,0.0,NA
2,0.0,0.0,0.0,0.0,NA
2,0.0,0.0,0.0,0.0,NA
2,0.0,0.0,0.0,0.0,NA
2,0.4879,0.5819,0.53,0.49,BE
2,0.5073,0.5683,0.48,0.38,BB
3,0.4888,0.6614,0.52,0.53,NA
3,0.4899,0.6673,0.55,0.51,NA
3,0.4944,0.6414,0.51,0.45,NA
3,0.5034,0.6214,0.48,0.37,NA
3,0.472,0.6357,0.39,0.42,NA
3,0.4596,0.6296,0.33,0.39,NA
3,0.4694,0.629,0.36,0.28,NA
3,0.4597,0.4747,0.35,0.47,S
3,0.4577,0.4863,0.46,0.57,S
4,0.458,0.3338,0.47,0.54,S
4,0.0,0.0,0.0,0.0,BB
4,0.0,0.0,0.0,0.0,NA
4,0.4494,0.497,0.44,0.28,BE
4,0.0,0.0,0.0,0.0,BB
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.4953,0.4741,0.32,0.02,NA
5,0.4953,0.4741,0.0,0.0,NA
5,0.4953,0.4741,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.4136,0.4061,0.36,0.49,NA
6,0.3901,0.4256,0.22,0.5,NA
6,1.0067,0.3222,0.17,0.38,NA
6,1.1403,0.2745,0.22,0.39,NA
6,1.1403,0.2745,0.29,0.38,NA
6,0.5327,0.4821,0.38,0.35,NA
6,0.5121,0.5721,0.42,0.39,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
8,0.5008,0.6454,0.3,0.42,NA
8,0.437,0.3386,0.37,0.43,NA
8,0.4714,0.4277,0.3,0.36,NA
8,0.477,0.3896,0.35,0.39,NA
8,0.4671,0.36,0.32,0.39,NA
8,0.4352,0.4665,0.34,0.58,NA
9,0.4647,0.4377,0.37,0.55,NA
9,0.4487,0.373,0.32,0.58,NA
9,0.4765,0.5121,0.33,0.4,NA
9,0.4557,0.5447,0.49,0.28,NA
1,0.5146,0.5878,0.4,0.4,NA
1,0.4935,0.569,0.49,0.39,NA
1,0.4498,0.5387,0.38,0.29,NA
1,0.454,0.5657,0.5,0.4,NA
1,0.4309,0.4661,0.45,0.59,S
1,0.4863,0.5816,0.49,0.62,BB
2,0.5149,0.6051,0.44,0.57,BE
2,0.5145,0.6062,0.37,0.51,S
2,0.4855,0.6918,0.38,0.45,S
2,0.4958,0.696,0.36,0.46,S
2,0.4853,0.6897,0.35,0.45,S
2,0.4822,0.6458,0.35,0.46,S
2,0.502,0.6558,0.35,0.48,S
2,0.5017,0.5791,0.35,0.46,S
2,0.4707,0.6126,0.37,0.44,BB
3,0.4898,0.6309,0.37,0.45,NA
3,0.4973,0.6498,0.37,0.44,NA
3,0.4933,0.671,0.39,0.5,NA
3,0.0,0.0,0.0,0.0,NA
3,0.0,0.0,0.0,0.0,NA
3,0.0,0.0,0.0,0.0,NA
3,0.4192,0.4525,0.41,0.48,BE
3,0.4386,0.4084,0.4,0.52,S
4,0.4251,0.4697,0.44,0.57,S
4,0.4231,0.5406,0.54,0.62,BB
4,0.4855,0.6559,0.32,0.55,BE
4,0.4937,0.5644,0.44,0.64,S
4,0.4865,0.53,0.36,0.63,S
4,0.0,0.0,0.0,0.0,BB
4,0.0,0.0,0.0,0.0,NA
4,0.4861,0.4941,0.44,0.49,BE
4,0.4894,0.5941,0.43,0.38,BB
4,0.4628,0.6021,0.5,0.49,NA
4,0.4564,0.4009,0.43,0.56,BE
5,0.496,0.4454,0.43,0.62,S
5,0.502,0.4351,0.47,0.63,S
5,0.5045,0.3905,0.52,0.64,FB
5,0.4861,0.4142,0.52,0.62,NA
5,0.4936,0.313,0.52,0.64,FEx0.495y0.403d0.213
5,0.5074,0.3142,0.48,0.68,S
5,0.4787,0.3688,0.52,0.67,FB
5,0.4768,0.5577,0.43,0.69,FEx0.479y0.369d0.111
5,0.4944,0.5594,0.4,0.66,S
6,0.4512,0.6376,0.49,0.58,S
6,0.4529,0.6441,0.48,0.46,S
6,0.4622,0.6332,0.4,0.49,S
6,0.4444,0.5774,0.39,0.47,S
6,0.4665,0.5565,0.41,0.47,S
6,0.4552,0.5618,0.46,0.57,BB
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
7,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
8,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
9,0.0,0.0,0.0,0.0,NA
1,0.0,0.0,0.0,0.0,NA
1,0.4837,0.6052,0.5,0.49,NA
1,0.4674,0.4243,0.64,0.53,S
1,0.4536,0.3299,0.59,0.63,BB
1,0.4921,0.5205,0.48,0.68,BE
1,0.4963,0.6101,0.43,0.67,S
1,0.5332,0.6025,0.37,0.55,S
1,0.5002,0.6951,0.4,0.44,S
2,0.5599,0.6053,0.28,0.49,S
2,0.5181,0.6193,0.26,0.44,S
2,0.5142,0.6097,0.27,0.45,FB
2,0.5538,0.6323,0.27,0.43,FEx0.514y0.610d0.105
2,0.5124,0.6532,0.3,0.4,S
2,0.4877,0.6235,0.31,0.4,S
2,0.377,0.5944,0.25,0.43,S
2,0.3983,0.6439,0.35,0.5,BB
2,0.4442,0.534,0.3,0.42,BE
3,0.41,0.4568,0.27,0.39,S
3,0.4906,0.5687,0.3,0.35,BB
3,0.4783,0.5311,0.3,0.4,NA
3,0.434,0.5766,0.31,0.45,NA
3,0.4269,0.4548,0.37,0.4,NA
3,0.4134,0.3738,0.26,0.46,BE
3,0.0,0.0,0.0,0.0,BB
4,0.5001,0.5137,0.37,0.42,BE
4,0.0,0.0,0.0,0.0,BB
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.0,0.0,0.0,0.0,NA
4,0.5839,1.1004,0.24,0.3,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
5,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.0,0.0,0.0,0.0,NA
6,0.4349,0.512,0.39,0.47,NA
6,0.4247,0.5412,0.42,0.48,NA
6,0.4549,0.5369,0.46,0.44,NA
6,0.516,0.4814,0.39,0.5,NA
6,0.5406,0.405,0.37,0.38,S
7,0.5555,0.4979,0.32,0.4,BB
7,0.5107,0.5225,0.41,0.4,NA
7,0.5454,0.5446,0.46,0.48,BE
7,0.0,0.0,0.0,0.0,BB
7,0.5097,0.614,0.48,0.43,BE
7,0.4728,0.6825,0.53,0.45,BB
7,0.4587,0.6429,0.53,0.43,NA
7,0.4398,0.5113,0.45,0.5,BE
7,0.5041,0.6017,0.48,0.54,BB
8,0.5061,0.6515,0.56,0.53,NA
8,0.4833,0.6991,0.54,0.58,BE
8,0.5272,0.655,0.48,0.57,BB
8,0.4998,0.6352,0.44,0.57,BE
8,0.5009,0.6021,0.4,0.56,S
8,0.5184,0.6486,0.48,0.49,S
8,0.5214,0.6696,0.46,0.5,S
8,0.4986,0.6154,0.42,0.59,S
8,0.4808,0.6416,0.47,0.54,S
8,0.4672,0.5495,0.46,0.56,S
9,0.4846,0.5696,0.49,0.51,S
9,0.4828,0.544,0.49,0.58,S
9,0.4825,0.5586,0.45,0.61,S
9,0.5115,0.6541,0.54,0.62,S
9,0.5089,0.6781,0.51,0.55,S
9,0.5105,0.7568,0.49,0.51,S
9,0.5143,0.7593,0.45,0.46,S
1,0.5058,0.7543,0.53,0.43,S
1,0.4535,0.5807,0.47,0.4,BB
1,0.434,0.5089,0.47,0.62,BE
1,0.452,0.5449,0.51,0.56,S
1,0.4657,0.5843,0.53,0.57,S
1,0.5005,0.5591,0.51,0.59,S
1,0.4846,0.5341,0.48,0.56,S
1,0.5213,0.554,0.54,0.58,S
2,0.527,0.5654,0.5,0.53,FB
2,0.5127,0.5822,0.45,0.63,FEx0.527y0.565d0.093
2,0.513,0.5735,0.53,0.6,S
2,0.5172,0.5697,0.48,0.6,S
2,0.5275,0.5829,0.5,0.67,S
2,0.4853,0.5431,0.5,0.61,S
2,0.4704,0.5597,0.53,0.59,FB
2,0.4785,0.6173,0.51,0.7,FEx0.470y0.560d0.136
2,0.4976,0.5949,0.45,0.66,FB
3,0.4888,0.6235,0.46,0.67,NA
3,0.4983,0.6075,0.42,0.63,NA
3,0.4729,0.6874,0.54,0.51,FEx0.495y0.609d0.283
3,0.4683,0.7107,0.53,0.51,NA
3,0.4749,0.6834,0.51,0.55,BB
3,0.4517,0.6045,0.52,0.54,BE
3,0.4051,0.464,0.56,0.6,S
3,0.4468,0.4979,0.5,0.59,S
3,0.4397,0.5088,0.53,0.6,S
3,0.4672,0.6123,0.59,0.68,S
4,0.4917,0.5737,0.48,0.67,S
4,0.474,0.5127,0.49,0.6,S
4,0.525,0.5911,0.53,0.64,S
4,0.546,0.5988,0.57,0.62,FB
4,0.5115,0.6241,0.55,0.63,FEx0.546y0.599d0.083
4,0.5144,0.6121,0.53,0.74,FB
4,0.5073,0.6107,0.48,0.69,FEx0.514y0.612d0.085
4,0.5085,0.613,0.52,0.65,S
4,0.5139,0.6173,0.57,0.69,S
4,0.5106,0.6357,0.57,0.63,S
4,0.5316,0.6843,0.47,0.63,S
4,0.5313,0.643,0.54,0.54,BB
5,0.5382,0.6406,0.57,0.58,BE
5,0.5238,0.6575,0.56,0.56,FB
5,0.5341,0.6527,0.53,0.54,FEx0.524y0.657d0.117
5,0.5279,0.6856,0.53,0.49,BB
5,0.5207,0.7139,0.54,0.54,NA
5,0.5317,0.7016,0.55,0.56,BE
5,0.5122,0.5888,0.47,0.61,S
5,0.5224,0.6817,0.53,0.69,S
6,0.5173,0.7383,0.56,0.59,S
6,0.5294,0.8929,0.56,0.43,BB
6,0.4979,0.9673,0.4,0.59,NA
6,0.5235,0.975,0.47,0.69,BE
6,0.5385,1.019,0.49,0.68,S
6,0.5286,0.9836,0.51,0.71,S
6,0.5252,0.9684,0.45,0.51,S
6,0.4675,0.5012,0.45,0.57,S
6,0.5066,0.596,0.45,0.62,S
7,0.4832,0.6052,0.48,0.63,S
7,0.5442,0.6529,0.54,0.64,S
7,0.5406,0.6947,0.49,0.6,S
7,0.5496,0.6853,0.48,0.6,FB
7,0.5259,0.6829,0.51,0.55,FEx0.550y0.685d0.098
7,0.5139,0.7252,0.52,0.54,S
7,0.5353,0.7714,0.5,0.51,S
7,0.5379,0.6788,0.5,0.62,S
7,0.5071,0.6784,0.53,0.55,S
8,0.4892,0.6472,0.55,0.67,S
8,0.4889,0.647,0.52,0.58,S
8,0.4709,0.674,0.54,0.6,S
8,0.5505,0.6214,0.47,0.58,S
8,0.5415,0.5214,0.51,0.61,S
8,0.0,0.0,0.0,0.0,BB
8,0.5492,0.4389,0.55,0.5,BE
8,0.4986,0.7137,0.46,0.55,BB
8,0.4688,0.6882,0.5,0.63,BE
8,0.5283,1.0334,0.54,0.54,S
9,0.5394,1.0218,0.6,0.8,S
9,0.5811,1.0042,0.53,0.74,S
9,0.5765,1.0141,0.52,0.76,S
9,0.0,0.0,0.0,0.0,BB
9,0.5827,1.0192,0.47,0.59,BE
9,0.4897,0.5784,0.49,0.57,S
9,0.4731,0.5754,0.51,0.6,FB
9,0.4679,0.6025,0.54,0.57,FEx0.473y0.575d0.140
9,0.4389,0.6268,0.49,0.61,S
1,0.4439,0.6268,0.49,0.58,FB
1,0.4366,0.6195,0.5,0.58,FEx0.444y0.627d0.097
1,0.426,0.6208,0.52,0.68,S
1,0.4371,0.6498,0.49,0.64,S
1,0.4638,0.6547,0.47,0.66,S
1,0.4417,0.6095,0.53,0.57,S
1,0.4569,0.5613,0.49,0.58,S
1,0.4691,0.5617,0.53,0.58,FB
1,0.4594,0.5795,0.52,0.59,FEx0.469y0.562d0.123
1,0.4619,0.6134,0.52,0.63,S
1,0.4662,0.6394,0.51,0.69,FB
2,0.4756,0.6405,0.49,0.66,NA
2,0.4197,0.5401,0.44,0.64,FEx0.471y0.640d0.279
2,0.4659,0.6184,0.51,0.58,S
2,0.4855,0.6596,0.54,0.59,S
2,0.5067,0.6052,0.49,0.62,S
2,0.4927,0.6426,0.49,0.56,S
2,0.0,0.0,0.0,0.0,BB
2,0.4881,0.6623,0.51,0.49,BE
2,0.5045,0.5834,0.48,0.57,S
3,0.4801,0.6039,0.48,0.54,S
3,0.4824,0.5531,0.5,0.54,FB
3,0.4673,0.6447,0.51,0.69,FEx0.482y0.553d0.081
3,0.4643,0.6482,0.56,0.61,S
3,0.4669,0.6538,0.53,0.66,FB
3,0.469,0.6225,0.51,0.65,FEx0.467y0.654d0.101
3,0.4595,0.6175,0.5,0.58,S
3,0.4577,0.6093,0.52,0.62,FB
3,0.0,0.0,0.0,0.0,FEx0.458y0.609d0.115
3,0.4585,0.6017,0.46,0.39,NA
3,0.4571,0.6413,0.54,0.61,S
4,0.4765,0.7148,0.55,0.54,S
4,0.4499,0.7814,0.53,0.46,S
4,0.433,0.7746,0.53,0.49,S
4,0.4408,0.6871,0.51,0.6,S
4,0.4471,0.4894,0.45,0.55,S
4,0.4404,0.519,0.4,0.6,S
4,0.4345,0.5269,0.42,0.55,S
4,0.4856,0.5952,0.52,0.69,S
4,0.4795,0.5395,0.48,0.56,S
5,0.4527,0.6189,0.54,0.63,S
5,0.4518,0.6253,0.53,0.65,S
5,0.4439,0.6893,0.54,0.65,S
5,0.4505,0.663,0.52,0.64,S
5,0.4623,0.6581,0.54,0.66,FB
5,0.4762,0.6485,0.57,0.7,NA
5,0.4629,0.6231,0.52,0.59,FEx0.469y0.653d0.179
5,0.4856,0.6096,0.47,0.55,S
5,0.5035,0.626,0.52,0.63,S
5,0.5242,0.6147,0.54,0.66,S
6,0.5203,0.6955,0.54,0.5,BB
6,0.0,0.0,0.0,0.0,NA
6,0.4951,0.7333,0.55,0.54,BE
6,0.4812,0.6681,0.54,0.58,S
6,0.4613,0.5413,0.49,0.59,S
6,0.4623,0.6787,0.54,0.59,S
6,0.4621,0.6761,0.59,0.64,S
7,0.4933,0.6146,0.51,0.61,S
7,0.4688,0.5677,0.53,0.58,S
7,0.4941,0.6819,0.51,0.67,S
7,0.4783,0.7084,0.52,0.59,S
7,0.5013,0.7721,0.53,0.58,S
7,0.5175,0.7726,0.53,0.57,S
7,0.536,0.7638,0.52,0.6,S
7,0.5341,0.7127,0.49,0.56,S
7,0.5381,0.7399,0.5,0.48,BB
8,0.5459,0.7605,0.49,0.52,BE
8,0.5457,0.7683,0.51,0.49,FB
8,0.4817,0.776,0.51,0.5,FEx0.546y0.768d0.103
8,0.4749,0.7855,0.55,0.5,FB
8,0.4702,0.7866,0.55,0.47,FEx0.475y0.786d0.104
8,0.4346,0.6167,0.51,0.57,S
8,0.43,0.6349,0.49,0.56,S
8,0.4256,0.6331,0.48,0.55,S
8,0.4195,0.6265,0.48,0.57,S
9,0.5131,0.4211,0.48,0.62,S
9,0.5446,0.3884,0.14,0.22,BB
9,0.5004,0.7832,0.58,0.51,BE
9,0.4728,0.6459,0.53,0.57,S
9,0.5338,0.5829,0.49,0.59,S
9,0.5044,0.553,0.47,0.64,S
9,0.4997,0.4935,0.45,0.59,S
1,0.508,0.5404,0.43,0.61,S
1,0.5118,0.528,0.4,0.55,S
1,0.482,0.6081,0.51,0.69,S
1,0.4745,0.5736,0.51,0.67,S
1,0.4821,0.6322,0.54,0.65,FB
1,0.4644,0.6773,0.54,0.58,FEx0.482y0.632d0.109
1,0.4672,0.6651,0.56,0.58,S
1,0.4725,0.6223,0.53,0.56,S
1,0.4565,0.5033,0.52,0.6,S
2,0.463,0.5928,0.49,0.59,S
2,0.4409,0.6298,0.53,0.59,S
2,0.5168,0.6331,0.49,0.55,BB
2,0.0,0.0,0.0,0.0,NA
2,0.0,0.0,0.0,0.0,NA
2,0.0,0.0,0.0,0.0,NA
2,0.4837,0.6473,0.59,0.44,BE
2,0.4828,0.6466,0.58,0.51,BB
2,0.472,0.6458,0.63,0.48,NA
2,0.4973,0.6756,0.56,0.47,NA
3,0.5272,0.6629,0.53,0.48,NA
3,0.0,0.0,0.0,0.0,NA
3,0.4845,0.6333,0.62,0.52,NA
3,0.4705,0.628,0.6,0.49,NA
3,0.4662,0.6286,0.6,0.64,NA
3,0.4963,0.6686,0.61,0.51,NA
3,0.5153,0.697,0.59,0.51,NA
3,0.4937,0.687,0.62,0.56,NA
3,0.4655,0.5358,0.52,0.56,S
3,0.454,0.5673,0.53,0.5,BB
4,0.4492,0.569,0.52,0.66,NA
4,0.0,0.0,0.0,0.0,NA
4,0.4419,0.5687,0.54,0.47,BE
4,0.5176,0.5062,0.51,0.57,S
4,0.5113,0.4961,0.56,0.6,S
4,0.5203,0.5962,0.51,0.52,BB
4,0.0,0.0,0.0,0.0,NA
4,0.5247,0.6631,0.55,0.61,BE
4,0.5279,0.613,0.57,0.64,S
5,0.5095,0.6433,0.57,0.62,BB
5,0.5517,0.6158,0.51,0.66,BE
5,0.5066,0.532,0.59,0.56,S
5,0.5272,0.4894,0.57,0.55,S
5,0.5184,0.5136,0.55,0.6,S
5,0.4936,0.5788,0.52,0.69,S
5,0.4591,0.5935,0.57,0.68,S
5,0.4389,0.6515,0.53,0.61,S
5,0.4592,0.6795,0.55,0.59,S
5,0.4448,0.6274,0.58,0.66,FB
5,0.4545,0.6202,0.52,0.64,FEx0.445y0.627d0.101
6,0.4627,0.5099,0.5,0.61,S
6,0.4907,0.558,0.51,0.62,S
6,0.4945,0.6471,0.51,0.62,S
6,0.5144,0.7286,0.48,0.42,BB
6,0.0,0.0,0.0,0.0,NA
6,0.5314,0.8067,0.52,0.56,BE
6,0.4859,0.4398,0.5,0.57,S
6,0.4801,0.4286,0.48,0.57,S
6,0.4716,0.4051,0.59,0.7,S
6,0.4709,0.7088,0.57,0.66,S
7,0.4594,0.6299,0.56,0.68,S
7,0.4714,0.6085,0.51,0.67,S
7,0.417,0.5394,0.47,0.62,S
7,0.4658,0.4699,0.49,0.58,S
7,0.4381,0.4324,0.46,0.56,S
7,0.4729,0.538,0.54,0.67,S
7,0.4733,0.553,0.56,0.62,S
7,0.4619,0.5622,0.56,0.64,S
7,0.4599,0.5852,0.57,0.64,FB
7,0.4708,0.6095,0.57,0.72,FEx0.460y0.585d0.089
7,0.4751,0.6276,0.56,0.64,S
8,0.4456,0.5102,0.55,0.66,S
8,0.4905,0.5974,0.57,0.65,BB
8,0.5269,0.7811,0.55,0.55,BE
8,0.0,0.0,0.0,0.0,BB
8,0.5307,0.7822,0.49,0.48,BE
8,0.4818,0.4008,0.55,0.66,S
8,0.4737,0.392,0.57,0.68,S
8,0.5056,0.5156,0.56,0.74,S
9,0.5184,0.569,0.55,0.68,S
9,0.5046,0.6145,0.55,0.68,S
9,0.5163,0.6189,0.57,0.74,S
9,0.5038,0.6305,0.55,0.75,S
9,0.4941,0.5531,0.54,0.66,S
9,0.5046,0.5908,0.55,0.66,S
9,0.5018,0.5951,0.58,0.65,FB
9,0.5147,0.5765,0.53,0.62,NA
9,0.0,0.0,0.0,0.0,FEx0.508y0.586d0.290
1,0.5161,0.6016,0.54,0.65,NA
1,0.5133,0.5833,0.55,0.69,FB
1,0.4695,0.6542,0.55,0.63,FEx0.513y0.583d0.098
1,0.4574,0.676,0.54,0.65,FB
1,0.4574,0.6196,0.5,0.62,FEx0.457y0.676d0.097
1,0.4499,0.5882,0.52,0.58,S
1,0.4209,0.5235,0.43,0.61,S
1,0.4098,0.4984,0.45,0.69,S
1,0.416,0.5199,0.54,0.61,FB
1,0.5249,0.5916,0.51,0.62,FEx0.416y0.520d0.094
1,0.5126,0.6035,0.55,0.63,S
2,0.0,0.0,0.0,0.0,BB
2,0.0,0.0,0.0,0.0,NA
2,0.4992,0.6575,0.52,0.64,BE
2,0.4869,0.6749,0.51,0.61,S
2,0.4891,0.665,0.53,0.61,FB
2,0.4702,0.6596,0.54,0.68,FEx0.489y0.665d0.103
2,0.4705,0.628,0.54,0.69,S
2,0.5195,0.5223,0.54,0.6,S
2,0.4992,0.4431,0.54,0.58,S
3,0.4777,0.5631,0.54,0.65,S
3,0.4606,0.5961,0.52,0.65,S
3,0.4107,0.6333,0.52,0.68,S
3,0.4267,0.6433,0.51,0.68,S
3,0.4298,0.6251,0.5,0.63,S
3,0.413,0.4355,0.44,0.59,S
3,0.4391,0.5349,0.53,0.63,S
3,0.461,0.5797,0.55,0.61,S
4,0.525,0.6967,0.5,0.69,S
4,0.5052,0.671,0.47,0.62,S
4,0.5376,0.6601,0.5,0.61,S
4,0.5246,0.6303,0.48,0.61,S
4,0.4918,0.6675,0.51,0.65,S
4,0.4857,0.6781,0.51,0.65,S
4,0.4842,0.7074,0.58,0.7,S
5,0.5173,0.788,0.58,0.71,S
5,0.5326,0.7458,0.5,0.69,S
5,0.4937,0.6675,0.49,0.62,S
5,0.484,0.5955,0.48,0.57,S
5,0.4018,0.5719,0.48,0.61,S
5,0.4221,0.6075,0.51,0.57,S
5,0.4352,0.6325,0.52,0.61,S
5,0.452,0.6162,0.5,0.6,S
5,0.4356,0.6005,0.53,0.64,S
5,0.4611,0.6573,0.55,0.66,S
6,0.5069,0.7165,0.59,0.52,BB
6,0.5361,0.6436,0.54,0.6,BE
6,0.5091,0.6141,0.52,0.64,S
6,0.5523,0.4991,0.49,0.58,S
6,0.526,0.5486,0.54,0.66,S
6,0.5088,0.5822,0.57,0.69,S
6,0.0,0.0,0.0,0.0,BB
6,0.4931,0.6099,0.53,0.7,BE
6,0.5074,0.5953,0.54,0.72,S
7,0.46,0.5477,0.54,0.64,S
7,0.4896,0.4768,0.53,0.66,S
7,0.5006,0.5126,0.55,0.73,S
7,0.516,0.5347,0.6,0.72,S
7,0.5158,0.5594,0.62,0.73,S
7,0.5091,0.6318,0.6,0.76,S
7,0.5155,0.6268,0.55,0.72,S
7,0.4989,0.5937,0.55,0.66,S
8,0.4711,0.4351,0.48,0.69,S
8,0.487,0.4518,0.54,0.69,S
8,0.4924,0.4314,0.48,0.63,S
8,0.5574,0.5673,0.55,0.63,S
8,0.5581,0.5667,0.54,0.65,S
8,0.5122,0.566,0.55,0.66,S
8,0.5062,0.584,0.52,0.67,S
8,0.4894,0.6451,0.55,0.68,S
8,0.4666,0.6397,0.57,0.73,S
9,0.5061,0.649,0.51,0.7,S
9,0.5079,0.5854,0.56,0.71,S
9,0.5149,0.5624,0.5,0.64,S
9,0.5113,0.6587,0.56,0.73,S
9,0.4541,0.6289,0.48,0.65,S
9,0.4761,0.6473,0.52,0.64,S
9,0.48,0.8364,0.57,0.55,S
9,0.4605,0.773,0.52,0.57,S
1,0.4603,0.7352,0.49,0.5,S
1,0.4646,0.6609,0.47,0.61,S
1,0.4566,0.6363,0.45,0.57,S
1,0.4636,0.6331,0.46,0.53,S
1,0.445,0.6615,0.47,0.59,S
1,0.454,0.7092,0.52,0.59,S
1,0.4515,0.6555,0.54,0.67,S
1,0.5351,0.6276,0.53,0.65,S
1,0.5186,0.5905,0.56,0.6,S
1,0.488,0.535,0.49,0.6,S
1,0.4435,0.6167,0.52,0.66,S
2,0.4521,0.6356,0.53,0.64,S
2,0.4268,0.6348,0.55,0.61,FB
2,0.4281,0.6495,0.56,0.61,NA
2,0.486,0.6337,0.54,0.69,FEx0.427y0.642d0.175
2,0.508,0.6437,0.56,0.67,FB
2,0.4981,0.6056,0.56,0.66,FEx0.508y0.644d0.077
2,0.4941,0.5592,0.56,0.64,S
2,0.4939,0.4939,0.59,0.64,S
2,0.0,0.0,0.0,0.0,BB
2,0.4149,0.5535,0.32,0.3,BE
3,0.4149,0.5535,0.53,0.71,S
3,0.4235,0.5703,0.53,0.57,S
3,0.4193,0.5589,0.51,0.66,S
3,0.4387,0.6257,0.51,0.59,S
3,0.4274,0.6203,0.52,0.73,S
3,0.4494,0.6034,0.56,0.61,S
3,0.5215,0.5947,0.57,0.7,S
3,0.4931,0.6026,0.52,0.66,S
3,0.5049,0.5942,0.53,0.6,S
3,0.0,0.0,0.0,0.0,BB
4,0.0,0.0,0.0,0.0,NA
4,0.4628,0.6211,0.51,0.56,BE
4,0.4599,0.594,0.55,0.63,S
4,0.463,0.5663,0.52,0.62,S
4,0.4876,0.489,0.51,0.61,S
4,0.4787,0.4427,0.54,0.59,S
4,0.4652,0.4182,0.47,0.64,S
4,0.4972,0.5214,0.57,0.64,S
